id,vaccines,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_apple_mobility,key_google_mobility
JPN,,149074.0,13182.0,1751.0,251.0,11180.0,,296.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,150692.0,13385.0,1821.0,253.0,11311.0,,300.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,160546.0,13576.0,1920.0,267.0,11389.0,,305.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,164255.0,13852.0,2008.0,277.0,11567.0,,306.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,165609.0,14088.0,2073.0,288.0,11727.0,,308.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,174150.0,14281.0,2407.0,306.0,11568.0,,328.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,181527.0,14544.0,2528.0,314.0,11702.0,,324.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,183251.0,14839.0,2643.0,327.0,11869.0,,321.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,184586.0,15057.0,2734.0,355.0,11968.0,,308.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,186343.0,15231.0,2784.0,369.0,12080.0,,309.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,188927.0,15354.0,3094.0,384.0,11876.0,,308.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,190030.0,15463.0,3289.0,390.0,11785.0,,300.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,202013.0,15547.0,3710.0,403.0,11434.0,,287.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,211997.0,15867.0,8127.0,624.0,6451.0,,266.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,214256.0,15936.0,8293.0,633.0,6399.0,,267.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,218204.0,15979.0,8531.0,657.0,6225.0,,249.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,223649.0,16059.0,8920.0,678.0,6065.0,,243.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,223667.0,16112.0,9868.0,696.0,5315.0,,259.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,47.22,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,233144.0,16211.0,10338.0,713.0,4886.0,,245.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,230882.0,16259.0,10809.0,729.0,4493.0,,237.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,240368.0,16315.0,11153.0,748.0,4179.0,,232.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,244452.0,16338.0,11415.0,756.0,3943.0,,230.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,250151.0,16369.0,11564.0,768.0,3823.0,,228.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,255675.0,16396.0,11883.0,773.0,3556.0,,213.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,258277.0,16434.0,12285.0,784.0,3165.0,,210.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,261572.0,16472.0,12670.0,799.0,2917.0,,195.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,265502.0,16495.0,13003.0,814.0,2652.0,,176.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,268477.0,16520.0,13242.0,825.0,2450.0,,174.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,271201.0,16561.0,13411.0,840.0,2287.0,,168.0,126529100,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,40.74,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,272688.0,16582.0,13609.0,852.0,2121.0,,165.0,126529100,3.0,0.0,,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,31.48,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,276170.0,16611.0,13807.0,863.0,1950.0,,155.0,126529100,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,34.26,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,278642.0,16646.0,13969.0,870.0,1803.0,,147.0,126529100,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,34.26,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,281293.0,16705.0,14143.0,884.0,1654.0,,136.0,126529100,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,34.26,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,284763.0,16779.0,14250.0,890.0,1574.0,,131.0,126529100,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,34.26,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,287754.0,16822.0,14402.0,895.0,1494.0,,123.0,126529100,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,34.26,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,290436.0,16855.0,14455.0,898.0,1484.0,,119.0,126529100,3.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,34.26,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,292569.0,16892.0,14498.0,900.0,1472.0,,115.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,296383.0,16943.0,14646.0,903.0,1378.0,,113.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,300277.0,16973.0,14766.0,907.0,1308.0,,101.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,303633.0,17019.0,14862.0,913.0,1241.0,,102.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,307462.0,17063.0,14967.0,917.0,1178.0,,98.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,311447.0,17109.0,15074.0,919.0,1103.0,,99.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,314483.0,17147.0,15132.0,919.0,1082.0,,98.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,316848.0,17168.0,15141.0,922.0,1106.0,,99.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,321053.0,17213.0,15208.0,923.0,1074.0,,92.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,324675.0,17251.0,15294.0,925.0,1026.0,,91.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,328730.0,17293.0,15379.0,925.0,981.0,,88.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,332207.0,17354.0,15489.0,929.0,911.0,,82.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,336161.0,17399.0,15576.0,931.0,872.0,,76.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,338758.0,17474.0,15639.0,931.0,859.0,,73.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,339735.0,17545.0,15682.0,933.0,877.0,,71.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,344526.0,17589.0,15697.0,938.0,954.0,,80.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,348051.0,17635.0,15846.0,939.0,845.0,,70.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,396433.0,17705.0,15926.0,941.0,800.0,,62.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,403380.0,17761.0,16004.0,958.0,794.0,,62.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,409022.0,17825.0,16073.0,958.0,767.0,,61.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,28.7,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,412669.0,17880.0,16104.0,959.0,801.0,,59.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,417951.0,17923.0,16129.0,960.0,829.0,,59.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,424767.0,17980.0,16208.0,964.0,798.0,,62.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,429481.0,18076.0,16259.0,968.0,794.0,,60.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,435495.0,18157.0,16316.0,970.0,816.0,,58.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,440739.0,18262.0,16388.0,970.0,833.0,,51.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,446589.0,18354.0,16448.0,971.0,869.0,,48.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,451772.0,18467.0,16501.0,971.0,906.0,,45.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,454609.0,18577.0,16553.0,971.0,939.0,,43.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,461446.0,18715.0,16627.0,973.0,984.0,,42.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,467444.0,18842.0,16726.0,975.0,1016.0,,40.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,475308.0,19036.0,16767.0,976.0,1125.0,,37.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,481877.0,19287.0,16862.0,976.0,1223.0,,33.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,490287.0,19560.0,16955.0,976.0,1344.0,,32.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,495164.0,19768.0,17025.0,976.0,1514.0,,33.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,499898.0,19944.0,17100.0,977.0,1692.0,,34.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,509993.0,20152.0,17190.0,979.0,1806.0,,36.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,518210.0,20359.0,17325.0,981.0,1862.0,,35.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,527546.0,20714.0,17461.0,981.0,1920.0,,38.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,540411.0,21146.0,17647.0,981.0,2078.0,,31.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,551664.0,21530.0,17840.0,982.0,2298.0,,33.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,558622.0,21937.0,18000.0,982.0,2511.0,,32.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,560460.0,22196.0,18100.0,983.0,2759.0,,34.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,574432.0,22529.0,18276.0,983.0,2953.0,,40.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,586706.0,22981.0,18538.0,984.0,2978.0,,38.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,599239.0,23603.0,18809.0,984.0,3088.0,,37.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,617049.0,24200.0,19091.0,984.0,3383.0,,39.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,626149.0,24862.0,19361.0,985.0,3772.0,,41.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,634997.0,25372.0,19565.0,985.0,4089.0,,43.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,639821.0,25791.0,19751.0,987.0,4348.0,,47.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,655780.0,26422.0,20149.0,988.0,4580.0,,52.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,670619.0,27217.0,20645.0,989.0,4666.0,,55.0,126529100,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,25.93,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,688036.0,28198.0,21029.0,991.0,5000.0,,59.0,126529100,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,30.56,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
JPN,,697512.0,28967.0,21321.0,994.0,5635.0,,68.0,126529100,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,1.0,30.56,JPN,JP,392.0,JPY,1,Japan,,,36.0,138.0,,Japan,JP
